variable,description,detail,allowedSuffix,ValueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
SCARED_31_Ch_PRE,"SCARED child self-report at PRE timepoint, question 31",I worry that something bad might happen to my parents. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_32_Ch_PRE,"SCARED child self-report at PRE timepoint, question 32",I feel shy with people I don’t know well.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_33_Ch_PRE,"SCARED child self-report at PRE timepoint, question 33",I worry about what is going to happen in the future.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_34_Ch_PRE,"SCARED child self-report at PRE timepoint, question 34","When I get frightened, I feel like throwing up.",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_35_Ch_PRE,"SCARED child self-report at PRE timepoint, question 35",I worry about how well I do things.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_36_Ch_PRE,"SCARED child self-report at PRE timepoint, question 36",I am scared to go to school.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_37_Ch_PRE,"SCARED child self-report at PRE timepoint, question 37",I worry about things that have already happened.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_38_Ch_PRE,"SCARED child self-report at PRE timepoint, question 38","When I get frightened, I feel dizzy. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_39_Ch_PRE,"SCARED child self-report at PRE timepoint, question 39","I feel nervous when I am with other children or adults and I have to do something while they watch me (for example: read aloud, speak, play a game, play a sport.) ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_40_Ch_PRE,"SCARED child self-report at PRE timepoint, question 40","I feel nervous when I am going to parties, dances, or any place where there will be people that I don’t know well. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_41_Ch_PRE,"SCARED child self-report at PRE timepoint, question 41",I am shy. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_total_Ch_PRE,SCARED child self-report total score for PRE timepoint,A total score of ≥ 25 may indicate the presence of an Anxiety Disorder. Scores higher that 30 are more specific. ,NA,Integer,"[0,82]",NA,NA,1,NA,code
SCARED_panic_Ch_PRE,SCARED child self-report panic disorder score for PRE timepoint,"A score of 7 for items 1, 6, 9, 12, 15, 18, 19, 22, 24, 27, 30, 34, 38 may indicate Panic Disorder or Significant Somatic Symptoms. ",NA,Integer,"[0,26]",NA,NA,1,NA,code
SCARED_GAD_Ch_PRE,SCARED child self-report generalized anxiety disorder score for PRE timepoint,"A score of 9 for items 5, 7, 14, 21, 23, 28, 33, 35, 37 may indicate Generalized Anxiety Disorder. ",NA,Integer,"[0,18]",NA,NA,1,NA,code
SCARED_separation_Ch_PRE,SCARED child self-report Separation Anxiety Disorder score for PRE timepoint,"A score of 5 for items 4, 8, 13, 16, 20, 25, 29, 31 may indicate Separation Anxiety Disorder.",NA,Integer,"[0,16]",NA,NA,1,NA,code
SCARED_SAD_Ch_PRE,SCARED child self-report Social Anxiety Disorder score for PRE timepoint,"A score of 8 for items 3, 10, 26, 32, 39, 40, 41 may indicate Social Anxiety Disorder.",NA,Integer,"[0,14]",NA,NA,1,NA,code
SCARED_school_Ch_PRE,SCARED child self-report Significant School Avoidance score for PRE timepoint,"A score of 3 for items 2, 11, 17, 36 may indicate Significant School Avoidance. ",NA,Integer,"[0,8]",NA,NA,1,NA,code
SCARED_01_Par_PRE,"SCARED parent report about child at PRE timepoint, question 1","When my child feels frightened, it is hard for him/her to breathe. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_02_Par_PRE,"SCARED parent report about child at PRE timepoint, question 2",My child gets headaches when he/she is at school. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_03_Par_PRE,"SCARED parent report about child at PRE timepoint, question 3",My child doesn’t like to be with people he/she doesn’t know well. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_04_Par_PRE,"SCARED parent report about child at PRE timepoint, question 4",My child gets scared if he/she sleeps away from home. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_05_Par_PRE,"SCARED parent report about child at PRE timepoint, question 5",My child worries about other people liking him/her. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_06_Par_PRE,"SCARED parent report about child at PRE timepoint, question 6","When my child gets frightened, he/she feels like passing out. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_07_Par_PRE,"SCARED parent report about child at PRE timepoint, question 7",My child is nervous. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_08_Par_PRE,"SCARED parent report about child at PRE timepoint, question 8",My child follows me wherever I go. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_09_Par_PRE,"SCARED parent report about child at PRE timepoint, question 9",People tell me that my child looks nervous. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_10_Par_PRE,"SCARED parent report about child at PRE timepoint, question 10",My child feels nervous with people he/she doesn’t know well. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_11_Par_PRE,"SCARED parent report about child at PRE timepoint, question 11",My child gets stomachaches at school. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_12_Par_PRE,"SCARED parent report about child at PRE timepoint, question 12","When my child gets frightened, he/she feels like he/she is going crazy. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_13_Par_PRE,"SCARED parent report about child at PRE timepoint, question 13",My child worries about sleeping alone.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_14_Par_PRE,"SCARED parent report about child at PRE timepoint, question 14",My child worries about being as good as other kids. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_15_Par_PRE,"SCARED parent report about child at PRE timepoint, question 15","When he/she gets frightened, he/she feels like things are not real. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_16_Par_PRE,"SCARED parent report about child at PRE timepoint, question 16",My child has nightmares about something bad happening to his/her parents. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_17_Par_PRE,"SCARED parent report about child at PRE timepoint, question 17",My child worries about going to school.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_18_Par_PRE,"SCARED parent report about child at PRE timepoint, question 18","When my child gets frightened, his/her heart beats fast. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_19_Par_PRE,"SCARED parent report about child at PRE timepoint, question 19",He/she gets shaky. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_20_Par_PRE,"SCARED parent report about child at PRE timepoint, question 20",My child has nightmares about something bad happening to him/her. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_21_Par_PRE,"SCARED parent report about child at PRE timepoint, question 21",My child worries about things working out for him/her. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_22_Par_PRE,"SCARED parent report about child at PRE timepoint, question 22","When my child gets frightened, he/she sweats a lot.",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_23_Par_PRE,"SCARED parent report about child at PRE timepoint, question 23",My child is a worrier.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_24_Par_PRE,"SCARED parent report about child at PRE timepoint, question 24",My child gets really frightened for no reason at all. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_25_Par_PRE,"SCARED parent report about child at PRE timepoint, question 25",My child is afraid to be alone in the house. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_26_Par_PRE,"SCARED parent report about child at PRE timepoint, question 26",It is hard for my child to talk with people he/she doesn’t know well. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_27_Par_PRE,"SCARED parent report about child at PRE timepoint, question 27","When my child gets frightened, he/she feels like he/she is choking. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_28_Par_PRE,"SCARED parent report about child at PRE timepoint, question 28",People tell me that my child worries too much. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_29_Par_PRE,"SCARED parent report about child at PRE timepoint, question 29",My child doesn’t like to be away from his/her family. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_30_Par_PRE,"SCARED parent report about child at PRE timepoint, question 30",My child is afraid of having anxiety (or panic) attacks. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_31_Par_PRE,"SCARED parent report about child at PRE timepoint, question 31",My child worries that something bad might happen to his/her parents. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_32_Par_PRE,"SCARED parent report about child at PRE timepoint, question 32",My child feels shy with people he/she doesn’t know well.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_33_Par_PRE,"SCARED parent report about child at PRE timepoint, question 33",My child worries about what is going to happen in the future. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_34_Par_PRE,"SCARED parent report about child at PRE timepoint, question 34","When my child gets frightened, he/she feels like throwing up. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_35_Par_PRE,"SCARED parent report about child at PRE timepoint, question 35",My child worries about how well he/she does things.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_36_Par_PRE,"SCARED parent report about child at PRE timepoint, question 36",My child is scared to go to school.,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_37_Par_PRE,"SCARED parent report about child at PRE timepoint, question 37",My child worries about things that have already happened. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_38_Par_PRE,"SCARED parent report about child at PRE timepoint, question 38","When my child gets frightened, he/she feels dizzy. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_39_Par_PRE,"SCARED parent report about child at PRE timepoint, question 39","My child feels nervous when he/she is with other children or adults and he/she has to do something while they watch him/her (for example: read aloud, speak, play a game, play a sport.) ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_40_Par_PRE,"SCARED parent report about child at PRE timepoint, question 40","My child feels nervous when he/she is going to parties, dances, or any place where there will be people that he/she doesn’t know well. ",NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_41_Par_PRE,"SCARED parent report about child at PRE timepoint, question 41",My child is shy. ,NA,Likert/catagorical,"0,1,2","0, Not True or Hardly Ever True | 1, Somewhat True or Sometimes True | 2, Very True or Often True",NA,1,NA,direct
SCARED_total_Par_PRE,SCARED parent report about child total score for PRE timepoint,A total score of ≥ 25 may indicate the presence of an Anxiety Disorder. Scores higher than 30 are more specific. ,NA,Integer,"[0,82]",NA,NA,1,NA,code
SCARED_panic_Par_PRE,SCARED parent report about child panic disorder score for PRE timepoint,"A score of 7 for items 1, 6, 9, 12, 15, 18, 19, 22, 24, 27, 30, 34, 38 may indicate Panic Disorder or Significant Somatic Symptoms. ",NA,Integer,"[0,26]",NA,NA,1,NA,code
SCARED_GAD_Par_PRE,SCARED parent report about child generalized anxiety disorder score for PRE timepoint,"A score of 9 for items 5, 7, 14, 21, 23, 28, 33, 35, 37 may indicate Generalized Anxiety Disorder. ",NA,Integer,"[0,18]",NA,NA,1,NA,code
SCARED_separation_Par_PRE,SCARED parent report about child Separation Anxiety Disorder score for PRE timepoint,"A score of 5 for items 4, 8, 13, 16, 20, 25, 29, 31 may indicate Separation Anxiety Disorder.",NA,Integer,"[0,16]",NA,NA,1,NA,code
SCARED_SAD_Par_PRE,SCARED parent report about child Social Anxiety Disorder score for PRE timepoint,"A score of 8 for items 3, 10, 26, 32, 39, 40, 41 may indicate Social Anxiety Disorder.",NA,Integer,"[0,14]",NA,NA,1,NA,code
SCARED_school_Par_PRE,SCARED parent report about child Significant School Avoidance score for PRE timepoint,"A score of 3 for items 2, 11, 17, 36 may indicate Significant School Avoidance. ",NA,Integer,"[0,8]",NA,NA,1,NA,code
chgender,Gender of child,NA,NA,Integer,"[1,2]","1, Male | 2, Female",NA,1,NA,direct
chrace,Race of child,NA,NA,Integer,"[1,7]","1, Black or African American | 2, White | 3, Asian | 4, Native Hawaiian or Other Pacific Islander | 5, American Indian/Alaska Native | 6, Mixed | 7, Other",NA,1,NA,direct
chethnic,Ethnicity of child,NA,NA,Integer,"[1,8]","1, African-American | 2, Hispanic/Latino | 3, Afro-Caribbean | 4, Asian-American | 5, American Indian | 6, Euro-American (Caucasian/White) | 7, Native Hawaiian/Pacific Islander | 8, Other",NA,1,NA,direct
ACS_01_Ch_PRE,"ACS child self-report at PRE timepoint, question 1","It’s very hard for me to concentrate on a difficult lesson, if there is a lot of noise in the class",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_02_Ch_PRE,"ACS child self-report at PRE timepoint, question 2","If I have to concentrate and solve a difficult math problem, I have trouble to focus my attention",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_03_Ch_PRE,"ACS child self-report at PRE timepoint, question 3","When I am working hard on something, I still get distracted by things going on around me",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_04_Ch_PRE,"ACS child self-report at PRE timepoint, question 4","My concentration is good, even when somebody turns the music on*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_05_Ch_PRE,"ACS child self-report at PRE timepoint, question 5","When I concentrate myself, I do not notice what is happening in the room around me*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_06_Ch_PRE,"ACS child self-report at PRE timepoint, question 6","When I am reading in the classroom, I am easily disturbed by other children talking to each other",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_07_Ch_PRE,"ACS child self-report at PRE timepoint, question 7","When I try to concentrate myself, I find it difficult not to think about other things",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_08_Ch_PRE,"ACS child self-report at PRE timepoint, question 8",I find it difficult to concentrate myself when I am excited about something,NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_09_Ch_PRE,"ACS child self-report at PRE timepoint, question 9","When I am concentrated, I do not notice that I am hungry or thirsty*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_10_Ch_PRE,"ACS child self-report at PRE timepoint, question 10","When I am doing something, I can easily stop and switch to some other task*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_11_Ch_PRE,"ACS child self-report at PRE timepoint, question 11","When I have to start a new task, it takes me a while to get really involved in it",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_12_Ch_PRE,"ACS child self-report at PRE timepoint, question 12","When the teacher explains something, I find it difficult to understand and writing it down at the same time",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_13_Ch_PRE,"ACS child self-report at PRE timepoint, question 13","When it is necessary, I can become interested in a new topic very quickly* ",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
